keyword,city,source_file,ranking,title,link,snippet,business_name,rating,review_count,official_website,top_3_reviews,profile_updates,attributes,product_listings,domain,domain_authority,page_authority,spam_score,backlinks_count,referring_domains,pages_to_domain,top_backlinks,trust_flow
intellectual property law firm,Redwood City,IntellectualProperty-HighVolume-- Redwood City.xlsx,2,"Best Intellectual Property Law Firms in Redwood City, CA",https://www.bcgsearch.com/bestlawfirms/pa-47-loc-2738243/california/redwood-city/intellectual-property,"Best Intellectual Property Law Firms in Redwood City, CA · Other Cities · Bunsow De Mory LLP · Fish & Richardson. · Goodwin Procter LLP · Turner Boyd LLP.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,bcgsearch.com,49,49,1,1721040,5842,13447561,,
intellectual property law firm,Redwood City,IntellectualProperty-HighVolume-- Redwood City.xlsx,3,"Silicon Valley, CA | Intellectual Property - IP Law Firm",https://www.fr.com/offices/silicon-valley-ca/,"The premier IP and patent law firm in Silicon Valley, California, Fish brings unparalleled experience across the full intellectual property spectrum.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,fr.com,63,50,6,133874,5397,13113129,,
copyright lawyer near me,Redwood City,IntellectualProperty-HighVolume-- Redwood City.xlsx,3,"Intellectual Property | Redwood City, CA",https://www.hayesscott.com/intellectual-property/,"At Hayes Scott Bonino Ellingson & Guslani, LLP, we offer sound intellectual property advice and counsel. You can call our San Carlos office at 650-249-6898.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,hayesscott.com,23,29,3,4893,158,46441,,
lawyer for trademark,Redwood City,IntellectualProperty-HighVolume-- Redwood City.xlsx,1,"Trademark | Redwood City, CA",https://www.hayesscott.com/intellectual-property/trademark/,"Contact us now to discuss your trademark concern with a skilled lawyer. Our ... Redwood City, CA 94065. Phone 650-249-6898 · 888-334-9289. Fax 650-637-8071",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,hayesscott.com,23,29,3,4893,158,46441,,
lawyer for trademark,Redwood City,IntellectualProperty-HighVolume-- Redwood City.xlsx,3,Trademark Prosecution - Intellectual Property Attorney - Redfield IP,https://www.redfieldip.com/trademark-protection/,"File a domestic or international trademark application with the U.S. Patent ... Redwood City, CA 94061. United States. +1-650-468-2600 · Follow on LinkedIn ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,redfieldip.com,7,13,-1,567,7,1607,,
copyright infringement attorney,Redwood City,IntellectualProperty-HighVolume-- Redwood City.xlsx,2,"Intellectual Property | Redwood City, CA",https://www.hayesscott.com/intellectual-property/,"Our intellectual property lawyers assist with the registration of trademarks and copyrights, as well as the negotiation and drafting of licensing agreements.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,hayesscott.com,23,29,3,4893,158,46441,,
copyright infringement attorney,Redwood City,IntellectualProperty-HighVolume-- Redwood City.xlsx,3,"Expert Intellectual Property Lawyer in Redwood City, CA",https://winghartlaw.com/intellectual-property/,"In the event of copyright infringement, we will vigorously defend your rights and pursue appropriate legal remedies. Trade Secret Safeguarding. Trade secrets ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,winghartlaw.com,16,28,1,556,121,2407,,
attorney trademark,Redwood City,IntellectualProperty-HighVolume-- Redwood City.xlsx,1,"Trademark | Redwood City, CA",https://www.hayesscott.com/intellectual-property/trademark/,"Our attorneys help clients with every step of the trademark process, including clearance, application and enforcement. You can call our San Carlos office ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,hayesscott.com,23,29,3,4893,158,46441,,
attorney trademark,Redwood City,IntellectualProperty-HighVolume-- Redwood City.xlsx,3,Trademark Attorney Redwood City CA | Intellectual Property ...,https://www.redfieldip.com/,Redfield IP PC works domestically and worldwide to assist businesses with intellectual property protection and counseling. Call the Redwood City office at ...,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,redfieldip.com,7,13,-1,567,7,1607,,
intellectual property lawyer,Redwood City,IntellectualProperty-HighVolume-- Redwood City.xlsx,2,"Intellectual Property | Redwood City, CA",https://www.hayesscott.com/intellectual-property/,"At Hayes Scott Bonino Ellingson & Guslani, LLP, we offer sound intellectual property advice and counsel. You can call our San Carlos office at 650-249-6898.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,hayesscott.com,23,29,3,4893,158,46441,,
intellectual property lawyer,Redwood City,IntellectualProperty-HighVolume-- Redwood City.xlsx,3,"Intellectual Property Counseling & Transactions | Redwood City, CA",https://www.hayesscott.com/intellectual-property/ip-counseling-transactions/,Our lawyers provide intellectual counseling and transaction assistance. You can talk to a lawyer at our San Carlos office now by calling 650-249-6898.,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,hayesscott.com,23,29,3,4893,158,46441,,
patent attorney,Redwood City,IntellectualProperty-HighVolume-- Redwood City.xlsx,2,Fish & Richardson: Intellectual Property Law Firm | IP Attorneys,https://www.fr.com/,"Fish & Richardson is the premier IP law firm. Our attorneys, patent and technology experts bring unparalleled experience across the full intellectual property.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,fr.com,63,50,6,133874,5397,13113129,,
patent attorney,Redwood City,IntellectualProperty-HighVolume-- Redwood City.xlsx,3,"Bozicevic, Field & Francis LLP",https://www.bffllp.com/,"Fax (415) 230-8131. SILICON VALLEY. 201 Redwood Shores Parkway Suite 200. Redwood City, CA 94065. (650) 327-3400. Fax (650) 327-3231. 1 General.jpg. 2 Path.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,bffllp.com,24,27,-1,343,140,357,,
ip law attorney,Redwood City,IntellectualProperty-HighVolume-- Redwood City.xlsx,2,"Intellectual Property | Redwood City, CA",https://www.hayesscott.com/intellectual-property/,"At Hayes Scott Bonino Ellingson & Guslani, LLP, we offer sound intellectual property advice and counsel. You can call our San Carlos office at 650-249-6898.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,hayesscott.com,23,29,3,4893,158,46441,,
redwood city trademark attorney,Redwood City,IntellectualProperty-HighVolume-- Redwood City.xlsx,1,Trademark Attorney Redwood City CA | Intellectual Property ...,https://www.redfieldip.com/,Redfield IP PC works domestically and worldwide to assist businesses with intellectual property protection and counseling. Call the Redwood City office at ...,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,redfieldip.com,7,13,-1,567,7,1607,,
redwood city trademark attorney,Redwood City,IntellectualProperty-HighVolume-- Redwood City.xlsx,2,"Trademark | Redwood City, CA",https://www.hayesscott.com/intellectual-property/trademark/,"Our attorneys help clients with every step of the trademark process, including clearance, application and enforcement. You can call our San Carlos office ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,hayesscott.com,23,29,3,4893,158,46441,,
copyright lawyer,Redwood City,IntellectualProperty-HighVolume-- Redwood City.xlsx,1,"Intellectual Property | Redwood City, CA",https://www.hayesscott.com/intellectual-property/,"Our intellectual property lawyers assist with the registration of trademarks and copyrights, as well as the negotiation and drafting of licensing agreements.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,hayesscott.com,23,29,3,4893,158,46441,,
trademark attorney,Redwood City,IntellectualProperty-HighVolume-- Redwood City.xlsx,1,"Trademark | Redwood City, CA",https://www.hayesscott.com/intellectual-property/trademark/,"Our attorneys help clients with every step of the trademark process, including clearance, application and enforcement. You can call our San Carlos office ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,hayesscott.com,23,29,3,4893,158,46441,,
trademark attorney,Redwood City,IntellectualProperty-HighVolume-- Redwood City.xlsx,3,Trademark Attorney Redwood City CA | Intellectual Property ...,https://www.redfieldip.com/,Redfield IP PC works domestically and worldwide to assist businesses with intellectual property protection and counseling. Call the Redwood City office at ...,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,redfieldip.com,7,13,-1,567,7,1607,,
software patent attorney,Redwood City,IntellectualProperty-HighVolume-- Redwood City.xlsx,1,Fish & Richardson: Intellectual Property Law Firm | IP Attorneys,https://www.fr.com/,"Fish & Richardson is the premier IP law firm. Our attorneys, patent and technology experts bring unparalleled experience across the full intellectual property.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,fr.com,63,50,6,133874,5397,13113129,,
software patent attorney,Redwood City,IntellectualProperty-HighVolume-- Redwood City.xlsx,3,"Intellectual Property | Redwood City, CA",https://www.hayesscott.com/intellectual-property/,"At Hayes Scott Bonino Ellingson & Guslani, LLP, we offer sound intellectual property advice and counsel. You can call our San Carlos office at 650-249-6898.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,hayesscott.com,23,29,3,4893,158,46441,,
construction accident lawyer,Redwood City,Construction-HighVolume -- Redwood City.xlsx,1,Construction Accidents | Personal Injury Lawyer in Redwood City,https://www.juanmsimon.com/personal-injury/construction-site-accidents/,"To make an appointment, please call our law firm now at (650) 366-6476 !",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,juanmsimon.com,13,26,5,230,75,878,,
uspto trademark lawyer,Redwood City,IntellectualProperty-HighVolume-- Redwood City.xlsx,1,"Trademark | Redwood City, CA",https://www.hayesscott.com/intellectual-property/trademark/,"Our lawyers respond to USPTO concerns, including examiner's amendments, priority actions, office actions and suspension letters. When all issues are resolved, ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,hayesscott.com,23,29,3,4893,158,46441,,
uspto trademark lawyer,Redwood City,IntellectualProperty-HighVolume-- Redwood City.xlsx,3,"Trademark and Patent Attorney in Redwood City, CA - Axenfeld Law",https://axenfeldlaw.com/city/trademark-and-patent-and-intellectual-property-law-services-in-redwood-city-ca/,"In order to be registered by the USPTO, a patent attorney must have a Bachelor's degree or higher in a technical field (e.g. engineering, physics, chemistry, ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,axenfeldlaw.com,14,25,6,546,61,546,,
trademark infringement attorney,Redwood City,IntellectualProperty-HighVolume-- Redwood City.xlsx,2,"Trademark | Redwood City, CA",https://www.hayesscott.com/intellectual-property/trademark/,"Our attorneys help clients with every step of the trademark process, including clearance, application and enforcement. You can call our San Carlos office ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,hayesscott.com,23,29,3,4893,158,46441,,
trademark infringement attorney,Redwood City,IntellectualProperty-HighVolume-- Redwood City.xlsx,3,Trademark Attorney Redwood City CA | Intellectual Property ...,https://www.redfieldip.com/,"Call the Redwood City office at 1-650-468-2600. . ... infringing the trademark rights of other third parties. At Redfield IP, we ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,redfieldip.com,7,13,-1,567,7,1607,,
trademark lawyer,Redwood City,IntellectualProperty-HighVolume-- Redwood City.xlsx,2,"Trademark | Redwood City, CA",https://www.hayesscott.com/intellectual-property/trademark/,"Contact us now to discuss your trademark concern with a skilled lawyer. Our ... Redwood City, CA 94065. Phone 650-249-6898 · 888-334-9289. Fax 650-637-8071",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,hayesscott.com,23,29,3,4893,158,46441,,
trademark lawyer,Redwood City,IntellectualProperty-HighVolume-- Redwood City.xlsx,3,"Intellectual Property | Redwood City, CA",https://www.hayesscott.com/intellectual-property/,"Our intellectual property lawyers assist with the registration of trademarks and copyrights, as well as the negotiation and drafting of licensing agreements.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,hayesscott.com,23,29,3,4893,158,46441,,
construction defect attorney,Redwood City,Construction-HighVolume -- Redwood City.xlsx,1,San Francisco Bay Area Defective Construction Lawyer,https://www.mballenlaw.com/construction-law/construction-defects/,"California attorneys at Allen, Baker & Stephan, PC, help Bay Area clients with construction defect issues. Call the firm for a consult at 650-242-4889.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,mballenlaw.com,19,26,2,1270,88,14431,,
construction defect attorney,Redwood City,Construction-HighVolume -- Redwood City.xlsx,3,"Branson, Brinkop, Griffith & Strong, LLP - We put your interests first.",http://www.bbgslaw.com/,"A mid-size law firm specializing in insurance coverage and bad faith, construction defects, general business, estate planning, and general civil litigation.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,bbgslaw.com,24,28,60,360,101,17678,,
construction attorney,Redwood City,Construction-HighVolume -- Redwood City.xlsx,2,Bay Area Construction Law Attorney - San Mateo Real Estate Attorney,https://www.mballenlaw.com/construction-law/,"California lawyers with Allen, Baker & Stephan, PC represent Bay Area clients in construction law matters. Call the firm for a consult at 650-242-4889.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,mballenlaw.com,19,26,2,1270,88,14431,,
construction injury lawyer,Redwood City,Construction-HighVolume -- Redwood City.xlsx,1,Construction Accidents | Personal Injury Lawyer in Redwood City,https://www.juanmsimon.com/personal-injury/construction-site-accidents/,Call (650) 366-6476 today to speak with our personal injury attorney at the Law Office of Juan M. Simon. We represent victims of construction site ...,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,juanmsimon.com,13,26,5,230,75,878,,
contractor lawyer,Redwood City,Construction-HighVolume -- Redwood City.xlsx,3,Bay Area Construction Law Attorney - San Mateo Real Estate Attorney,https://www.mballenlaw.com/construction-law/,"California lawyers with Allen, Baker & Stephan, PC represent Bay Area clients in construction law matters. Call the firm for a consult at 650-242-4889.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,mballenlaw.com,19,26,2,1270,88,14431,,
construction dispute lawyers,Redwood City,Construction-HighVolume -- Redwood City.xlsx,3,Litigation & Alternative Dispute Resolution | San Mateo Law Firm,https://www.lastfaoro.com/litigation-and-alternative-dispute-resolution/,"The attorneys at Last, Faoro & Whitehorn A Professional Corporation can provide alternative dispute resolution for construction matters. Call 650-696-8350.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,lastfaoro.com,19,28,2,2591,173,21797,,
construction lawyer,Redwood City,Construction-HighVolume -- Redwood City.xlsx,3,Bay Area Construction Law Attorney - San Mateo Real Estate Attorney,https://www.mballenlaw.com/construction-law/,"California lawyers with Allen, Baker & Stephan, PC represent Bay Area clients in construction law matters. Call the firm for a consult at 650-242-4889.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,mballenlaw.com,19,26,2,1270,88,14431,,
construction contract lawyers,Redwood City,Construction-HighVolume -- Redwood City.xlsx,3,"Last, Faoro & Whitehorn: San Mateo Construction & Real Estate ...",https://www.lastfaoro.com/,Missing: Redwood City,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,lastfaoro.com,19,28,2,2591,173,21797,,
construction law attorney,Redwood City,Construction-HighVolume -- Redwood City.xlsx,3,Bay Area Construction Law Attorney - San Mateo Real Estate Attorney,https://www.mballenlaw.com/construction-law/,"California lawyers with Allen, Baker & Stephan, PC represent Bay Area clients in construction law matters. Call the firm for a consult at 650-242-4889.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,mballenlaw.com,19,26,2,1270,88,14431,,
lawyer for construction,Redwood City,Construction-HighVolume -- Redwood City.xlsx,3,Bay Area Construction Law Attorney - San Mateo Real Estate Attorney,https://www.mballenlaw.com/construction-law/,"California lawyers with Allen, Baker & Stephan, PC represent Bay Area clients in construction law matters. Call the firm for a consult at 650-242-4889.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,mballenlaw.com,19,26,2,1270,88,14431,,
disability insurance lawyer near me,Redwood City,SocialSecurity-LongTail-- Redwood City.xlsx,3,Long-Term Disability Benefits - Roboostoff & Kalkin,https://www.roboostoff-kalkin.com/long-term-disability-benefits.html,Free Consultation - Call (877) 374-7270 - Roboostoff & Kalkin is dedicated to providing our clients with legal services in Disability Insurance and ERISA ...,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,roboostoff-kalkin.com,19,31,3,4308,161,14151,,
lien lawyers near me,Redwood City,Construction-HighVolume -- Redwood City.xlsx,3,"Redwood City Tax Attorney for IRS Audits, Back Taxes, and Tax Liens",https://victorytaxlaw.com/redwood-city-tax-attorney/,"Redwood City Tax attorneys specializing in IRS audits, back taxes, tax liens, offers in Compromise, audit defense, and tax relief solutions.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,victorytaxlaw.com,30,37,-1,890,329,890,,
social security advocates near me,Redwood City,SocialSecurity-LongTail-- Redwood City.xlsx,3,Redwood City Denial of Social Security Benefits Appeals,https://lawyersfordisability.com/redwood-city-disability-attorney/,Disability Lawyers Serving Redwood City with 3 Generations of Experience. Our Attorneys Help Clients Apply for Social Security Disability Benefits.,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,lawyersfordisability.com,14,29,3,203,106,6850,,
lawyer for contractor dispute,Redwood City,Construction-HighVolume -- Redwood City.xlsx,2,Bay Area Construction Law Attorney - San Mateo Real Estate Attorney,https://www.mballenlaw.com/construction-law/,"California lawyers with Allen, Baker & Stephan, PC represent Bay Area clients in construction law matters. Call the firm for a consult at 650-242-4889.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,mballenlaw.com,19,26,2,1270,88,14431,,
social security attorney near me,Redwood City,SocialSecurity-LongTail-- Redwood City.xlsx,3,Redwood City Social Security Attorney or Advocate,https://www.disability-benefits-help.org/social-security-attorney/redwood-city-disability-lawyer,"If you live in the Redwood City area and are thinking about applying for disability benefits through the Social Security Administration, you should consider the ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,disability-benefits-help.org,52,48,5,61018,5018,1094796,,
ss disability lawyers near me,Redwood City,SocialSecurity-LongTail-- Redwood City.xlsx,3,Redwood City Denial of Social Security Benefits Appeals,https://lawyersfordisability.com/redwood-city-disability-attorney/,Disability Lawyers Serving Redwood City with 3 Generations of Experience. Our Attorneys Help Clients Apply for Social Security Disability Benefits.,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,lawyersfordisability.com,14,29,3,203,106,6850,,
social security lawyers near me,Redwood City,SocialSecurity-LongTail-- Redwood City.xlsx,3,Redwood City Social Security Attorney or Advocate,https://www.disability-benefits-help.org/social-security-attorney/redwood-city-disability-lawyer,"If you live in the Redwood City area and are thinking about applying for disability benefits through the Social Security Administration, you should consider the ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,disability-benefits-help.org,52,48,5,61018,5018,1094796,,
social security lawyers in my area,Redwood City,SocialSecurity-LongTail-- Redwood City.xlsx,3,Redwood City Social Security Attorney or Advocate,https://www.disability-benefits-help.org/social-security-attorney/redwood-city-disability-lawyer,"If you live in the Redwood City area and are thinking about applying for disability benefits through the Social Security Administration, you should consider the ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,disability-benefits-help.org,52,48,5,61018,5018,1094796,,
ssd attorney near me,Redwood City,SocialSecurity-LongTail-- Redwood City.xlsx,3,Redwood City Social Security Attorney or Advocate,https://www.disability-benefits-help.org/social-security-attorney/redwood-city-disability-lawyer,"If you live in the Redwood City area and are thinking about applying for disability benefits through the Social Security Administration, you should consider the ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,disability-benefits-help.org,52,48,5,61018,5018,1094796,,
ssa lawyers near me,Redwood City,SocialSecurity-LongTail-- Redwood City.xlsx,3,Redwood City Social Security Attorney or Advocate,https://www.disability-benefits-help.org/social-security-attorney/redwood-city-disability-lawyer,"If you live in the Redwood City area and are thinking about applying for disability benefits through the Social Security Administration, you should consider the ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,disability-benefits-help.org,52,48,5,61018,5018,1094796,,
best immigration law firms,Redwood City,Immigration-HighVolume -- Redwood City.xlsx,3,Redwood City - Immigration Institute of the Bay Area,https://iibayarea.org/offices/redwood-city/,"IIBA's Redwood City team provides immigration legal services, citizenship workshops, and free citizenship classes in San Mateo County.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,iibayarea.org,39,42,-1,5413,729,8670,,
canadian immigration lawyers,Redwood City,Immigration-HighVolume -- Redwood City.xlsx,1,Redwood City - Immigration Institute of the Bay Area,https://iibayarea.org/offices/redwood-city/,"IIBA's Redwood City team provides immigration legal services, citizenship workshops, and free citizenship classes in San Mateo County.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,iibayarea.org,39,42,-1,5413,729,8670,,
deportation defense lawyer,Redwood City,Immigration-HighVolume -- Redwood City.xlsx,1,Bay Area Deportation Defense - Silver Law Firm,https://www.esilverlaw.com/bay-area-deportation-defense/,The San Francisco Bay Area immigration attorneys at Silver Law Firm will use every possible defense to ensure that you stay in the US.,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,esilverlaw.com,33,33,1,4789,477,7467,,
deportation defense lawyer,Redwood City,Immigration-HighVolume -- Redwood City.xlsx,3,"Immigration & Legal Services | County of San Mateo, CA",https://www.smcgov.org/ceo/immigration-legal-services,"... deportation defense, etc. Contact Information Telephone: 650-558-0915 330 Twin Dolphin Drive, Suite 123, Redwood City, CA 94065. Pangea Legal Services Pangea ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,smcgov.org,60,49,4,666443,9574,2091680,,
citizenship immigration lawyer,Redwood City,Immigration-HighVolume -- Redwood City.xlsx,1,Redwood City - Immigration Institute of the Bay Area,https://iibayarea.org/offices/redwood-city/,"IIBA Redwood City staff provide immigration legal services, monthly citizenship workshops, and free citizenship classes in San Mateo County.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,iibayarea.org,39,42,-1,5413,729,8670,,
citizenship immigration lawyer,Redwood City,Immigration-HighVolume -- Redwood City.xlsx,2,Immigration and Legal Services | City of Redwood City,https://www.redwoodcity.org/residents/immigrant-services-resources/immigration-and-legal-services,"Provides assistance with applying for naturalization/citizenship, lawful permanent residency, travel documents, work authorization and petitioning for family ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,redwoodcity.org,53,50,1,562265,6742,128879328,,
citizenship immigration lawyer,Redwood City,Immigration-HighVolume -- Redwood City.xlsx,3,"Immigration & Legal Services | County of San Mateo, CA",https://www.smcgov.org/ceo/immigration-legal-services,"Immigration attorneys and Board of Immigration Appeals Accredited Representatives assist with citizenship, DACA, family petitions, adjustment of status, removal ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,smcgov.org,60,49,4,666443,9574,2091680,,
cheap immigration lawyer,Redwood City,Immigration-HighVolume -- Redwood City.xlsx,1,Redwood City - Immigration Institute of the Bay Area,https://iibayarea.org/offices/redwood-city/,"IIBA's Redwood City team provides immigration legal services, citizenship workshops, and free citizenship classes in San Mateo County.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,iibayarea.org,39,42,-1,5413,729,8670,,
cheap immigration lawyer,Redwood City,Immigration-HighVolume -- Redwood City.xlsx,2,Immigration and Legal Services | City of Redwood City,https://www.redwoodcity.org/residents/immigrant-services-resources/immigration-and-legal-services,"Lawyers in the Library (Offers free consultations with attorneys on topics such as immigration, landlord/tenant, and family law); http://www.redwoodcity.org ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,redwoodcity.org,53,50,1,562265,6742,128879328,,
cheap immigration lawyer,Redwood City,Immigration-HighVolume -- Redwood City.xlsx,3,"Immigration & Legal Services | County of San Mateo, CA",https://www.smcgov.org/ceo/immigration-legal-services,"ImmigrationLawHelp.org is a searchable online directory of over 1,000 free or low-cost nonprofit immigration legal services providers in all 50 states. Only ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,smcgov.org,60,49,4,666443,9574,2091680,,
family immigration lawyer,Redwood City,Immigration-HighVolume -- Redwood City.xlsx,1,Redwood City - Immigration Institute of the Bay Area,https://iibayarea.org/offices/redwood-city/,"IIBA's Redwood City team provides immigration legal services, citizenship workshops, and free citizenship classes in San Mateo County.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,iibayarea.org,39,42,-1,5413,729,8670,,
family immigration lawyer,Redwood City,Immigration-HighVolume -- Redwood City.xlsx,2,Immigration and Legal Services | City of Redwood City,https://www.redwoodcity.org/residents/immigrant-services-resources/immigration-and-legal-services,"Provides assistance with applying for naturalization/citizenship, lawful permanent residency, travel documents, work authorization and petitioning for family ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,redwoodcity.org,53,50,1,562265,6742,128879328,,
