keyword,city,source_file,ranking,title,link,snippet,business_name,rating,review_count,official_website,top_3_reviews,profile_updates,attributes,product_listings,domain,domain_authority,page_authority,spam_score,backlinks_count,referring_domains,pages_to_domain,top_backlinks,trust_flow
real estate closing attorney near me,Pasadena,RealEstateLaw-LongTail -- Pasadena.xlsx,3,"Pasadena TX Real Estate Attorney - The Curry Law Firm, PLLC",https://www.theclfirm.com/pasadena-tx-real-estate-attorney/,713-574-2070 Buying or selling real estate in Pasadena TX? Reach out to a lawyer for help making your transaction as easy and quick as possible.,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,theclfirm.com,21,27,1,689,155,3289,,
real estate attorneypasadena,Pasadena,RealEstateLaw-LongTail -- Pasadena.xlsx,2,"Dan Hogue: Pasadena, California Real Estate Litigation Lawyer",https://www.danhoguelaw.com/,"For skilled help in resolving your real estate disputes, call Dan Hogue at 626-765-4673 to discuss your case and to schedule an appointment or contact me online ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,danhoguelaw.com,14,25,10,144,58,326,,
real estate attorneypasadena,Pasadena,RealEstateLaw-LongTail -- Pasadena.xlsx,3,"Efficient Real Estate Lawyers in Pasadena, CA - Alkana Law",https://www.alkanalaw.com/practice-areas/real-estate/,Call Alkana Law at (626) 796-8170 or contact us online to schedule a free phone consultation with a real estate attorney in our Pasadena office. We welcome ...,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,alkanalaw.com,20,20,-1,1309,78,1902,,
pasadena california real estate lawyers,Pasadena,RealEstateLaw-LongTail -- Pasadena.xlsx,2,"Dan Hogue: Pasadena, California Real Estate Litigation Lawyer",https://www.danhoguelaw.com/,"For skilled help in resolving your real estate disputes, call Dan Hogue at 626-765-4673 to discuss your case and to schedule an appointment or contact me online ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,danhoguelaw.com,14,25,10,144,58,326,,
hoa attorney representing homeowners,Pasadena,RealEstateLaw-LongTail -- Pasadena.xlsx,1,Los Angeles HOA Lawyer | #1 HOA Attorney | LS Carlson Law,https://lscarlsonlaw.com/los-angeles-hoa-attorney,Los Angeles's leading HOA attorneys with over 15 years experience. We've won more HOA cases than any other firm nationwide. Free consultation.,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,lscarlsonlaw.com,21,34,2,1530,266,6002,,
residential real estate attorney pasadena,Pasadena,RealEstateLaw-LongTail -- Pasadena.xlsx,3,"Dan Hogue: Pasadena, California Real Estate Litigation Lawyer",https://www.danhoguelaw.com/,"For skilled help in resolving your real estate disputes, call Dan Hogue at 626-765-4673 to discuss your case and to schedule an appointment or contact me online ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,danhoguelaw.com,14,25,10,144,58,326,,
real estate litigation attorney near me,Pasadena,RealEstateLaw-LongTail -- Pasadena.xlsx,2,"Dan Hogue: Pasadena, California Real Estate Litigation Lawyer",https://www.danhoguelaw.com/,"For skilled help in resolving your real estate disputes, call Dan Hogue at 626-765-4673 to discuss your case and to schedule an appointment or contact me online ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,danhoguelaw.com,14,25,10,144,58,326,,
real estate litigation attorney near me,Pasadena,RealEstateLaw-LongTail -- Pasadena.xlsx,3,Pasadena Real Estate Litigation Lawyer | Law Firm,https://www.rgpattorney.com/pasadena-real-estate-litigation-lawyer/,"The law firm of Robert G. Petrovich, Attorney at Law, has over 35 years of experience litigating real estate and business law.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,rgpattorney.com,13,24,1,573,74,3403,,
residential real estate lawyers near me,Pasadena,RealEstateLaw-LongTail -- Pasadena.xlsx,2,"Efficient Real Estate Lawyers in Pasadena, CA - Alkana Law",https://www.alkanalaw.com/practice-areas/real-estate/,"Homeowners associations; Condominium law; Landlord-tenant disputes; Evictions. Foreclosures; Real estate contracts; Eminent domain; Zoning, land-use and ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,alkanalaw.com,20,20,-1,1309,78,1902,,
residential real estate lawyers near me,Pasadena,RealEstateLaw-LongTail -- Pasadena.xlsx,3,"Dan Hogue: Pasadena, California Real Estate Litigation Lawyer",https://www.danhoguelaw.com/,"Dan Hogue in Pasadena defends clients in real estate litigation matters — including construction litigation, title insurance and governmental disputes — and ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,danhoguelaw.com,14,25,10,144,58,326,,
breach of contract attorney near me,Pasadena,business law Long tail -- Pasadena.xlsx,1,Breach of Contract - Alkana Law,https://www.alkanalaw.com/practice-areas/business-law/breach-of-contract/,"Contact an experienced business law attorney in Pasadena, California. If you feel that your contract has been breached, call Alkana Law at (626) 796-8170 or contact us online to schedule a free phone consultation.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,alkanalaw.com,20,20,-1,1309,78,1902,,
breach of contract attorney pasadena,Pasadena,business law Long tail -- Pasadena.xlsx,1,Breach of Contract - Alkana Law,https://www.alkanalaw.com/practice-areas/business-law/breach-of-contract/,"Contact an experienced business law attorney in Pasadena, California. If you feel that your contract has been breached, call Alkana Law at (626) 796-8170 or ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,alkanalaw.com,20,20,-1,1309,78,1902,,
breach of contract attorney pasadena,Pasadena,business law Long tail -- Pasadena.xlsx,2,Pasadena Breach of Contract Lawyer - Business Litigation,https://ritholzlaw.com/business-lawyer/breach-of-contract/,Pasadena breach of contract issues are just one of the many litigation and non-litigation matters the Law Offices of Andrew Ritholz can help you with.,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,ritholzlaw.com,21,31,1,520,190,17450,,
breach of contract attorney pasadena,Pasadena,business law Long tail -- Pasadena.xlsx,3,Pasadena Business Contracts Lawyer | Thomas Carter,https://www.tscarterlaw.com/pasadena-business-contract-lawyer,"Pasadena Business Contracts Attorney Thomas Carter protects client interests with clear, enforceable contracts. Call (909) 296-3360 for a free consult.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,tscarterlaw.com,20,27,1,1487,97,8933,,
breach of contract lawyer pasadena,Pasadena,business law Long tail -- Pasadena.xlsx,1,Breach of Contract - Alkana Law,https://www.alkanalaw.com/practice-areas/business-law/breach-of-contract/,"Contact an experienced business law attorney in Pasadena, California. If you feel that your contract has been breached, call Alkana Law at (626) 796-8170 or ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,alkanalaw.com,20,20,-1,1309,78,1902,,
breach of contract lawyer pasadena,Pasadena,business law Long tail -- Pasadena.xlsx,2,Pasadena Breach of Contract Lawyer - Business Litigation,https://ritholzlaw.com/business-lawyer/breach-of-contract/,Pasadena breach of contract issues are just one of the many litigation and non-litigation matters the Law Offices of Andrew Ritholz can help you with.,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,ritholzlaw.com,21,31,1,520,190,17450,,
breach of contract lawyer pasadena,Pasadena,business law Long tail -- Pasadena.xlsx,3,Pasadena Business Contracts Lawyer | Thomas Carter,https://www.tscarterlaw.com/pasadena-business-contract-lawyer,"Pasadena Business Contracts Attorney Thomas Carter protects client interests with clear, enforceable contracts. Call (909) 296-3360 for a free consult.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,tscarterlaw.com,20,27,1,1487,97,8933,,
breach of contract lawyers near me,Pasadena,business law Long tail -- Pasadena.xlsx,1,Breach of Contract - Alkana Law,https://www.alkanalaw.com/practice-areas/business-law/breach-of-contract/,"Contact an experienced business law attorney in Pasadena, California. If you feel that your contract has been breached, call Alkana Law at (626) 796-8170 or contact us online to schedule a free phone consultation.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,alkanalaw.com,20,20,-1,1309,78,1902,,
breach of contract lawyers near me,Pasadena,business law Long tail -- Pasadena.xlsx,2,Pasadena Breach of Contract Lawyer - Business Litigation,https://ritholzlaw.com/business-lawyer/breach-of-contract/,Pasadena breach of contract issues are just one of the many litigation and non-litigation matters the Law Offices of Andrew Ritholz can help you with.,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,ritholzlaw.com,21,31,1,520,190,17450,,
commercial litigation attorney pasadena,Pasadena,business law Long tail -- Pasadena.xlsx,2,Pasadena Business Litigation Attorney | Law Offices of Paul P ...,https://www.paulchenglaw.com/business-law/,"Our Pasadena business lawyer has extensive experience representing these groups and individuals as defendants and plaintiffs in real estate, construction, ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,paulchenglaw.com,24,30,1,141292,225,158889,,
commercial litigation attorney pasadena,Pasadena,business law Long tail -- Pasadena.xlsx,3,Business Litigation Lawyers Near Pasadena,https://www.novianlaw.com/practice-areas/business-litigation-dispute-resolution/business-litigation-lawyers-pasadena/,Farid Novian has over 30 years of experience representing a wide variety of clients in business and real estate transactions and litigation in the Pasadena area ...,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,novianlaw.com,25,33,-1,513,261,513,,
business litigation attorney near me,Pasadena,business law Long tail -- Pasadena.xlsx,2,"Business Law Attorney Pasadena, TX - West & West, LLP",https://westandwest.com/business-law-pasadena/,"Address your business law needs with confidence with the expert legal services from West & West, LLP in Pasadena, TX. (713) 222-9378.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,westandwest.com,25,26,1,1358,92,9151,,
commercial litigation attorney in pasadena,Pasadena,business law Long tail -- Pasadena.xlsx,2,Pasadena Business Litigation Attorney | Law Offices of Paul P ...,https://www.paulchenglaw.com/business-law/,"If you need assistance navigating California business law, call the Law Offices of Paul P. Cheng & Associates. Our Pasadena business lawyer can help!",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,paulchenglaw.com,24,30,1,141292,225,158889,,
commercial litigation attorney in pasadena,Pasadena,business law Long tail -- Pasadena.xlsx,3,Business Litigation Lawyers Near Pasadena,https://www.novianlaw.com/practice-areas/business-litigation-dispute-resolution/business-litigation-lawyers-pasadena/,Farid Novian has over 30 years of experience representing a wide variety of clients in business and real estate transactions and litigation in the Pasadena area ...,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,novianlaw.com,25,33,-1,513,261,513,,
business dispute attorney near me,Pasadena,business law Long tail -- Pasadena.xlsx,2,Pasadena Business Litigation Attorney | Law Offices of Paul P ...,https://www.paulchenglaw.com/business-law/,"If you need assistance navigating California business law, call the Law Offices of Paul P. Cheng & Associates. Our Pasadena business lawyer can help!",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,paulchenglaw.com,24,30,1,141292,225,158889,,
business dispute attorney near me,Pasadena,business law Long tail -- Pasadena.xlsx,3,Business Litigation Lawyers Near Pasadena,https://www.novianlaw.com/practice-areas/business-litigation-dispute-resolution/business-litigation-lawyers-pasadena/,"... business litigation lawyer in Pasadena. To schedule a meeting with an attorney, please contact us:. (310)-553-1222.. 1801 Century Park East, Suite 1201 ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,novianlaw.com,25,33,-1,513,261,513,,
business litigation lawyer near me,Pasadena,business law Long tail -- Pasadena.xlsx,2,Pasadena Business Litigation Attorney | Law Offices of Paul P ...,https://www.paulchenglaw.com/business-law/,"If you need assistance navigating California business law, call the Law Offices of Paul P. Cheng & Associates. Our Pasadena business lawyer can help!",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,paulchenglaw.com,24,30,1,141292,225,158889,,
business litigation lawyer near me,Pasadena,business law Long tail -- Pasadena.xlsx,3,Business Litigation - Alkana Law,https://www.alkanalaw.com/practice-areas/business-law/business-litigation/,"Alkana Law in Pasadena, CA, provides aggressive representation for clients facing business disputes throughout San Gabriel Valley and the eastern part of ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,alkanalaw.com,20,20,-1,1309,78,1902,,
business acquisition attorney near me,Pasadena,business law Long tail -- Pasadena.xlsx,1,Pasadena Business Transaction Lawyer | Thomas Carter,https://www.tscarterlaw.com/pasadena-business-transactions-attorney.html,Contact Pasadena Business Transactions Lawyer Thomas Carter at (909) 296-3360 or message him to schedule a free consultation. His practical approach results in clear guidance about how to navigate opportunities and handle the rights and responsibilities legally bestowed on business owners.,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,tscarterlaw.com,20,27,1,1487,97,8933,,
commercial litigation attorney near me,Pasadena,business law Long tail -- Pasadena.xlsx,1,Business Litigation - Alkana Law,https://www.alkanalaw.com/practice-areas/business-law/business-litigation/,"Alkana Law in Pasadena, CA, provides aggressive representation for clients facing business disputes throughout San Gabriel Valley and the eastern part of Los Angeles County. Call our office today at (626) 796-8170 or contact us online to schedule an initial consultation.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,alkanalaw.com,20,20,-1,1309,78,1902,,
commercial litigation attorney near me,Pasadena,business law Long tail -- Pasadena.xlsx,2,Pasadena Business Litigation Attorney | Law Offices of Paul P ...,https://www.paulchenglaw.com/business-law/,"If you need assistance navigating California business law, call the Law Offices of Paul P. Cheng & Associates. Our Pasadena business lawyer can help!",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,paulchenglaw.com,24,30,1,141292,225,158889,,
litigation attorney pasadena,Pasadena,business law Long tail -- Pasadena.xlsx,2,Pasadena Civil Litigation Lawyer | Marilyn Smith Law APC,https://www.marilynsmithlaw.com/practice-areas/civil-litigation/,Call Us at (626) 317-6068 to Start Your Case! Practice Areas · Civil Litigation · Elder Abuse · Divorce · Family Law · Personal Injury · Legal Professional ...,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,marilynsmithlaw.com,12,23,1,158,55,1036,,
litigation attorney pasadena,Pasadena,business law Long tail -- Pasadena.xlsx,3,Law Offices of Paul P. Cheng & Associates: Pasadena Attorney,https://www.paulchenglaw.com/,"Our Pasadena lawyer offers legal services and representation on injury, business, employment, & real estate. Call the Law Offices of Paul P. Cheng ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,paulchenglaw.com,24,30,1,141292,225,158889,,
business litigation attorney pasadena,Pasadena,business law Long tail -- Pasadena.xlsx,2,Pasadena Business Litigation Attorney | Law Offices of Paul P ...,https://www.paulchenglaw.com/business-law/,"If you need assistance navigating California business law, call the Law Offices of Paul P. Cheng & Associates. Our Pasadena business lawyer can help!",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,paulchenglaw.com,24,30,1,141292,225,158889,,
business litigation attorney pasadena,Pasadena,business law Long tail -- Pasadena.xlsx,3,"Pasadena, TX Business Lawyer | Trusted By Business Leaders",https://weisblattlaw.com/houston-business-attorney/pasadena-texas-business-lawyer/,"Get help from an experienced Pasadena, TX business lawyer at Weisblatt Law Firm. We handle all business legal needs from contracts to litigation.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,weisblattlaw.com,37,39,7,3785,741,3819,,
pasadena breach of contract attorney,Pasadena,business law Long tail -- Pasadena.xlsx,1,Breach of Contract - Alkana Law,https://www.alkanalaw.com/practice-areas/business-law/breach-of-contract/,"Contact an experienced business law attorney in Pasadena, California. If you feel that your contract has been breached, call Alkana Law at (626) 796-8170 or ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,alkanalaw.com,20,20,-1,1309,78,1902,,
pasadena breach of contract attorney,Pasadena,business law Long tail -- Pasadena.xlsx,2,Pasadena Breach of Contract Lawyer - Business Litigation,https://ritholzlaw.com/business-lawyer/breach-of-contract/,Pasadena breach of contract issues are just one of the many litigation and non-litigation matters the Law Offices of Andrew Ritholz can help you with.,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,ritholzlaw.com,21,31,1,520,190,17450,,
pasadena breach of contract attorney,Pasadena,business law Long tail -- Pasadena.xlsx,3,"Pasadena Breach Of Contract Dispute Lawyer | Yassin Law, APC",https://www.yassinlegal.com/business-litigation/breach-of-contract/,"Trial lawyer Omar Yassin can provide guidance, advice and advocate for you in court. Use the online contact form or call the office in Pasadena ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,yassinlegal.com,13,18,1,1582,18,2412,,
affordable medical malpractice attorneys in pasadena,Pasadena,Malpractice-LongTail -- Pasadena.xlsx,1,"Pasadena Medical Malpractice Lawyer | Doctor, Nurse Negligence",https://daalaw.com/personal-injury/medical-malpractice/,"Dewitt Algorri & Algorri has 40 years of experience as Medical Malpractice attorneys in Pasadena, CA. Free consultation, NO WIN, NO FEE!",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,daalaw.com,23,35,1,5206,310,13237,,
best lawyer for medical malpractice near me,Pasadena,Malpractice-LongTail -- Pasadena.xlsx,2,"Pasadena Medical Malpractice Lawyer | Doctor, Nurse Negligence",https://daalaw.com/personal-injury/medical-malpractice/,"Dewitt Algorri & Algorri has 40 years of experience as Medical Malpractice attorneys in Pasadena, CA. Free consultation, NO WIN, NO FEE!",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,daalaw.com,23,35,1,5206,310,13237,,
best legal representation for medical malpractice in pasadena,Pasadena,Malpractice-LongTail -- Pasadena.xlsx,1,"Pasadena Medical Malpractice Lawyer | Doctor, Nurse Negligence",https://daalaw.com/personal-injury/medical-malpractice/,"DeWitt Algorri & Algorri is a Pasadena law firm deeply committed to advocating for victims of medical malpractice. We understand how medical errors can disrupt your life, resulting in severe physical and emotional distress, mounting medical bills, and lost income.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,daalaw.com,23,35,1,5206,310,13237,,
birth injury lawyers in pasadena,Pasadena,Malpractice-LongTail -- Pasadena.xlsx,2,Pasadena Birth Injury Lawyer - Free Consultation,https://thonbeck.com/pasadena-birth-injury-lawyer/,Pasadena Birth Injury Lawyer: Thon Beck Vanni Callahan & Powell LLP advocates for families affected by birth injuries caused by negligence. Call now!,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,thonbeck.com,25,36,1,2448,331,14573,,
birth injury lawyers in pasadena,Pasadena,Malpractice-LongTail -- Pasadena.xlsx,3,Pasadena Birth Injury Lawyer | Free Consultations - Hampton & King,https://www.hamptonking.com/pasadena-birth-injury-lawyer/,Hampton & King is the best legal representation you deserve. Call a Pasadena birth injury attorney at (713) 658-0231 for a free consultation.,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,hamptonking.com,28,33,1,6946,660,44249,,
best medical malpractice lawyer in pasadena,Pasadena,Malpractice-LongTail -- Pasadena.xlsx,2,"Pasadena Medical Malpractice Lawyer | Doctor, Nurse Negligence",https://daalaw.com/personal-injury/medical-malpractice/,"Dewitt Algorri & Algorri has 40 years of experience as Medical Malpractice attorneys in Pasadena, CA. Free consultation, NO WIN, NO FEE!",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,daalaw.com,23,35,1,5206,310,13237,,
