keyword,city,source_file,ranking,title,link,snippet,business_name,rating,review_count,official_website,top_3_reviews,profile_updates,attributes,product_listings,domain,domain_authority,page_authority,spam_score,backlinks_count,referring_domains,pages_to_domain,top_backlinks,trust_flow
cheap dui attorney near me,Westlake Village,DUI-LongTail-- Westlake Village.xlsx,1,"DUI Defense Group: DUI Attorney - os Angeles, Riverside, San ...",https://dui-defense-group.com/,"AGGRESSIVE, AFFORDABLE CALIFORNIA DUI DEFENSE LAWYER HERE FOR YOU 24/7 – GET DUI CHARGES DROPPED OR REDUCED! All DUI lawyers say they are the best, ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,dui-defense-group.com,13,27,1,192,73,6818,,
cheap dui attorney near me,Westlake Village,DUI-LongTail-- Westlake Village.xlsx,2,Southern California DUI Attorney | Parker Law Center |,https://www.parkerlawcenter.com/,... Affordable DUI Representation in Southern California. Act Now! You Only Have 10 Days to Save Your License. Why Hire Parker Law Center? DUI CASES ONLY. A DUI is ...,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,parkerlawcenter.com,23,30,1,673,179,896,,
cheap dui attorney near me,Westlake Village,DUI-LongTail-- Westlake Village.xlsx,3,DUI Attorney in California | Law Offices of David M. Wallin,https://www.palmdalecriminaldefenselawfirm.com/criminal-defense/dui/,"With all this on the line, you can't afford to go with a cheap DUI lawyer. You need a quality, trial-tested advocate. At our criminal defense firm in ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,palmdalecriminaldefenselawfirm.com,22,30,1,2029,196,10376,,
pro bono dui lawyers near me,Westlake Village,DUI-LongTail-- Westlake Village.xlsx,1,"TOP 10 BEST Pro Bono Lawyers near Westlake Village, CA - Yelp",https://m.yelp.com/search?find_desc=Pro+Bono+Lawyers&find_loc=Westlake+Village%2C+CA,"Over the years, I have used Russ Ercolani and his staff at Westlake Injury Law Firm to resolve incidents that led to my being injured.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,m.yelp.com,0,0,0,0,0,0,,
pro bono dui lawyers near me,Westlake Village,DUI-LongTail-- Westlake Village.xlsx,3,Statewide Pro Bono Directory - State Bar of California,https://www.calbar.ca.gov/Access-to-Justice/Pro-Bono/Pro-Bono-Directory/Statewide,Use the links below to find a pro bono program by region or county. All programs listed are nonprofit legal services organizations that receive funding.,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,calbar.ca.gov,0,0,0,0,0,0,,
experienced dwi attorney in westlake village,Westlake Village,DUI-LongTail-- Westlake Village.xlsx,1,DUI Attorney Westlake Village - My Rights Law,https://www.myrightslawgroup.com/dui-lawyer-westlake-village-ca/,"Our team of experienced DUI attorneys is well-versed in California DUI laws and will work relentlessly to defend your rights. We'll carefully examine your case, ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,myrightslawgroup.com,55,42,1,16021,926,380865,,
experienced dwi attorney in westlake village,Westlake Village,DUI-LongTail-- Westlake Village.xlsx,2,Ridley Defense: Ventura Criminal Defense & DUI Lawyer,https://ridleydefense.com/,"Ventura Criminal Defense & DUI Lawyer. Ridley Defense has experience with thousands of criminal cases with over 20 years in practice. We truly care about you, ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,ridleydefense.com,22,35,1,3958,262,3958,,
experienced dwi attorney in westlake village,Westlake Village,DUI-LongTail-- Westlake Village.xlsx,3,Westlake Village DUI Attorney - Ben Mironer - 805.334.0260,https://mironerlaw.com/dui-areas/westlake-village-dui/,This is what makes Westlake Village DUIs especially difficult for other DUI attorneys. The Law Office of Ben Mironer provides local criminal defense ...,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,mironerlaw.com,11,26,1,1540,82,13611,,
dui defense attorney westlake village,Westlake Village,DUI-LongTail-- Westlake Village.xlsx,1,DUI Attorney Westlake Village - My Rights Law,https://www.myrightslawgroup.com/dui-lawyer-westlake-village-ca/,My Rights Law's DUI defense attorney in Westlake Village has successfully defended individuals charged with DUI. Contact with Westlake Village DUI lawyer ...,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,myrightslawgroup.com,55,42,1,16021,926,380865,,
dui defense attorney westlake village,Westlake Village,DUI-LongTail-- Westlake Village.xlsx,2,Ridley Defense: Ventura Criminal Defense & DUI Lawyer,https://ridleydefense.com/,"Our mission is to provide exceptional legal representation for all types of criminal and DUI cases, delivering premier criminal defense with dedication, ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,ridleydefense.com,22,35,1,3958,262,3958,,
dui defense attorney westlake village,Westlake Village,DUI-LongTail-- Westlake Village.xlsx,3,Westlake Village | Westlake Village Drunk Driving Defense Lawyer ...,https://www.losangelescriminallawyer.pro/westlake-village.html,"Free Consultation - Call (888) 334-6344 - Former LA Prosecutor, Harvard Law School Educated, Westlake Village Criminal Defense Lawyer Michael Kraut.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,losangelescriminallawyer.pro,46,46,5,84442,2805,170086,,
first offense dui lawyer cost,Westlake Village,DUI-LongTail-- Westlake Village.xlsx,1,DUI Lawyer in Westlake | Free Consultations 24/7,https://www.simmrinlawgroup.com/westlake/dui-lawyer/,"For your first offense, you will face up to $1,000 in fines, up to 6 months in county jail, and your driver's license will be suspended for up to 10 months.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,simmrinlawgroup.com,35,38,-1,12270,1966,12271,,
first offense dui lawyer cost,Westlake Village,DUI-LongTail-- Westlake Village.xlsx,2,"How Much Does a DUI Lawyer Cost? | Patituce & Associates, LLC",https://www.patitucelaw.com/blog/2023/november/how-much-does-a-dui-lawyer-cost-/,"Discover the cost of hiring a DUI lawyer and why it's crucial for your case. Get insights into legal fees, factors, and options.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,patitucelaw.com,37,36,1,8772,636,54866,,
first offense dui lawyer cost,Westlake Village,DUI-LongTail-- Westlake Village.xlsx,3,"How Much Does a DUI Cost? | Patituce & Associates, LLC",https://www.patitucelaw.com/blog/2024/april/how-much-does-a-dui-cost-/,These programs aim to educate you about the dangers of drunk driving and aid in developing strategies to avoid future offenses. DUI education ...,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,patitucelaw.com,37,36,1,8772,636,54866,,
find a dui lawyer in westlake village,Westlake Village,DUI-LongTail-- Westlake Village.xlsx,2,Ridley Defense: Ventura Criminal Defense & DUI Lawyer,https://ridleydefense.com/,"Can You Get a DUI Without Driving? What Actions Constitute a DUI Charge in ... 2629 Townsgate Rd Suite #235D, Westlake Village, CA 91361. (805) 429-4819.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,ridleydefense.com,22,35,1,3958,262,3958,,
find a dui lawyer in westlake village,Westlake Village,DUI-LongTail-- Westlake Village.xlsx,3,Criminal Defense and DUI Lawyers & Attorneys Westlake Village,https://www.chesleylawyers.com/locations/westlake-village-criminal-defense-attorneys/,Westlake Village criminal defense attorneys and DUI lawyers. Get your Westlake Village case dismissed! Free Consultation: (805) 791-2162.,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,chesleylawyers.com,32,35,3,5297,695,69489,,
top rated dui attorney near me,Westlake Village,DUI-LongTail-- Westlake Village.xlsx,1,"Experienced DUI & Drunk Driving Lawyers, Southern California",https://www.topgundui.com/,BERMAN; TOPGUNDUI; FRIENDS DON'T LET FRIENDS PLEAD GUILTY; TOP GUN; TOPGUNDUI.COM; MYLES BERMAN; TOPGUN CRIMINAL DEFENSE ATTORNEY; TOPGUN DUI DEFENSE ...,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,topgundui.com,31,36,-1,2622,768,2753,,
top rated dui attorney near me,Westlake Village,DUI-LongTail-- Westlake Village.xlsx,2,Criminal Defense Attorneys | DUI/DWI Lawyers California,https://www.chesleylawyers.com/,"We are highly-skilled, aggressive, and knowledgeable criminal defense and DUI lawyers in California with extensive experience practicing criminal law.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,chesleylawyers.com,32,35,3,5297,695,69489,,
land use and environmental attorney,Westlake Village,EnvironmentalLaw-HighVolume-- Westlake Village.xlsx,1,"Environmental And Land Use Law Firms in Westlake Village, CA",https://www.bcgsearch.com/lawfirmprofile/pa-4-loc-2773344/california/westlake-village/environmental-and-land-use,"Environmental and Land Use Law Firms in Westlake Village, CA · Other Cities · Dicker & Dicker LLP · Jackson Tidus · Musick, Peeler & Garrett LLP · Robertson & ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,bcgsearch.com,49,49,1,1723515,5845,13450036,,
land use and environmental attorney,Westlake Village,EnvironmentalLaw-HighVolume-- Westlake Village.xlsx,2,Land Use Development - Jackson Tidus,https://www.jacksontidus.law/practice-areas/land-use-development/,"Jackson Tidus is a leading land use, zoning and planning law firm providing experienced legal advice and strategic solutions to advance our clients' interests.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,jacksontidus.law,27,25,41,6174,199,17965,,
environmental protection lawyer,Westlake Village,EnvironmentalLaw-HighVolume-- Westlake Village.xlsx,1,Environmental Contamination - The Lanier Law Firm,https://www.lanierlawfirm.com/practice-areas/business-litigation/environmental-contamination/,Addressing environmental contamination through legal action. Learn about our commitment to environmental protection and justice.,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,lanierlawfirm.com,49,48,-1,69572,3542,69939,,
environmental protection lawyer,Westlake Village,EnvironmentalLaw-HighVolume-- Westlake Village.xlsx,3,"Steven O'Neill, Partner - Aleshire & Wynder, LLP",https://www.awattorneys.com/steveno/,"Mr. O'Neill represents both public and private entities, emphasizing water law, environmental law, and municipal law. His practice area includes water rights ( ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,awattorneys.com,31,34,41,1174,323,49782,,
environmental lawyer,Westlake Village,EnvironmentalLaw-HighVolume-- Westlake Village.xlsx,3,"Steven O'Neill, Partner - Aleshire & Wynder, LLP",https://www.awattorneys.com/steveno/,"Mr. O'Neill represents both public and private entities, emphasizing water law, environmental law, and municipal law. His practice area includes water rights ( ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,awattorneys.com,31,34,41,1174,323,49782,,
environmental regulatory compliance attorney,Westlake Village,EnvironmentalLaw-HighVolume-- Westlake Village.xlsx,2,"Steven O'Neill, Partner - Aleshire & Wynder, LLP",https://www.awattorneys.com/steveno/,"O'Neill represents both public and private entities, emphasizing water law, environmental law, and municipal law. His practice area includes water rights ( ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,awattorneys.com,31,34,41,1174,323,49782,,
pollution lawyer near me,Westlake Village,EnvironmentalLaw-HighVolume-- Westlake Village.xlsx,2,Environmental Contamination - The Lanier Law Firm,https://www.lanierlawfirm.com/practice-areas/business-litigation/environmental-contamination/,Addressing environmental contamination through legal action. Learn about our commitment to environmental protection and justice.,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,lanierlawfirm.com,49,48,-1,69572,3542,69939,,
sustainable development lawyer,Westlake Village,EnvironmentalLaw-HighVolume-- Westlake Village.xlsx,1,Sustainable Development/Green Building,https://www.gibbsgiden.com/practices/construction-law/sustainable-development-green-building/,Gibbs Giden has multiple Green Building and Sustainability practitioners who have been accredited by the U.S. Green Building Council as LEED Accredited ...,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,gibbsgiden.com,27,30,10,15475,417,15586,,
sustainable development lawyer,Westlake Village,EnvironmentalLaw-HighVolume-- Westlake Village.xlsx,2,"Steven O'Neill, Partner - Aleshire & Wynder, LLP",https://www.awattorneys.com/steveno/,"Steven O'Neill is a Partner in the Westlake Village office, overseeing legal matters for a wide variety of public entities and private sector clients.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,awattorneys.com,31,34,41,1174,323,49782,,
environmental litigation attorney,Westlake Village,EnvironmentalLaw-HighVolume-- Westlake Village.xlsx,2,Environmental Contamination - The Lanier Law Firm,https://www.lanierlawfirm.com/practice-areas/business-litigation/environmental-contamination/,"The Lanier Law Firm is active in numerous environmental litigation matters, and we accept clients throughout the United States who have been harmed by ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,lanierlawfirm.com,49,48,-1,69572,3542,69939,,
environmental litigation attorney,Westlake Village,EnvironmentalLaw-HighVolume-- Westlake Village.xlsx,3,"Steven O'Neill, Partner - Aleshire & Wynder, LLP",https://www.awattorneys.com/steveno/,"Mr. O'Neill represents both public and private entities, emphasizing water law, environmental law, and municipal law. His practice area includes water rights ( ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,awattorneys.com,31,34,41,1174,323,49782,,
water rights attorney,Westlake Village,EnvironmentalLaw-HighVolume-- Westlake Village.xlsx,1,"Steven O'Neill, Partner - Aleshire & Wynder, LLP",https://www.awattorneys.com/steveno/,"Steven O'Neill is a Partner in the Westlake Village office, overseeing legal matters for a wide variety of public entities and private sector clients. Mr. O'Neill represents both public and private entities, emphasizing water law, environmental law, and municipal law.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,awattorneys.com,31,34,41,1174,323,49782,,
water rights attorney,Westlake Village,EnvironmentalLaw-HighVolume-- Westlake Village.xlsx,3,Neal P. Maguire - Ferguson Case Orr Paterson LLP,https://www.fcoplaw.com/attorneys/neal-maguire/,"Ventura, CA 93004. P: (805) 659-6800. F: (805) 659-6818. info@fcoplaw.com. Westlake Village. 4550 E. Thousand Oaks Blvd. Suite 250. Westlake Village, CA 91362.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,fcoplaw.com,29,32,5,2094,230,10552,,
best medical malpractice attorneys westlake village,Westlake Village,Malpractice-HighVolume -- Westlake Village.xlsx,3,Westlake Village Medical Malpractice Lawyer | Doctor Negligence,https://blockllp.com/westlake-village-injury/medical-malpractice-lawyer/,A seasoned Westlake Village medical malpractice lawyer knowledgeable in personal injury claims could walk you through the legal process of seeking compensation.,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,blockllp.com,22,29,1,4390,147,6366,,
toxic tort lawyer,Westlake Village,EnvironmentalLaw-HighVolume-- Westlake Village.xlsx,3,"Best Environmental & Toxic Torts near Westlake Village, CA - Yelp",https://m.yelp.com/search?find_desc=Environmental+%26+Toxic+Torts&find_loc=Westlake+Village%2C+CA,"Best Environmental & Toxic Torts near Westlake Village, CA · Law Offices Of Brent D George · Flahavan Law · Sweet James Accident Attorneys · Westlake Injury Law.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,m.yelp.com,0,0,0,0,0,0,,
experienced malpractice lawyers in westlake village,Westlake Village,Malpractice-HighVolume -- Westlake Village.xlsx,3,Westlake Village Medical Malpractice Lawyer | Doctor Negligence,https://blockllp.com/westlake-village-injury/medical-malpractice-lawyer/,"An experienced Westlake Village medical malpractice lawyer could provide sound legal guidance while you navigate the process, advocate for your rights, and ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,blockllp.com,22,29,1,4390,147,6366,,
malpractice law firms near me,Westlake Village,Malpractice-HighVolume -- Westlake Village.xlsx,3,Law Offices of Bruce M. Bunch - California Lawyer,https://lawofficesofbrucembunch.com/,"If you or a loved one is injured from a health care providers medical negligence, call Bruce Bunch today at (818) 707-8887 for a free consultation.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,lawofficesofbrucembunch.com,12,26,1,530,59,541,,
malpractice lawyers near me,Westlake Village,Malpractice-HighVolume -- Westlake Village.xlsx,3,Law Offices of Bruce M. Bunch - California Lawyer,https://lawofficesofbrucembunch.com/,"If you or a loved one is injured from a health care providers medical negligence, call Bruce Bunch today at (818) 707-8887 for a free consultation.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,lawofficesofbrucembunch.com,12,26,1,530,59,541,,
birth injury lawyer westlake village,Westlake Village,Malpractice-HighVolume -- Westlake Village.xlsx,2,"Personal Injury Attorney in Westlake Village & Thousand Oaks, CA",https://flahavanlawoffice.com/,Flahavan Law Office in Westlake Village has over 55 years of combined experience and our personal injury attorneys have handled thousands of cases all over the ...,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,flahavanlawoffice.com,26,40,1,3657,432,3850,,
medical error attorney westlake village,Westlake Village,Malpractice-HighVolume -- Westlake Village.xlsx,3,Westlake Village Medical Malpractice Lawyer | Doctor Negligence,https://blockllp.com/westlake-village-injury/medical-malpractice-lawyer/,You have a right to quality care. Discover how a Westlake Village medical malpractice lawyer could help you seek compensation for your case.,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,blockllp.com,22,29,1,4390,147,6366,,
medical malpractice consultation westlake village,Westlake Village,Malpractice-HighVolume -- Westlake Village.xlsx,2,Westlake Village Medical Malpractice Lawyer | Doctor Negligence,https://blockllp.com/westlake-village-injury/medical-malpractice-lawyer/,You have a right to quality care. Discover how a Westlake Village medical malpractice lawyer could help you seek compensation for your case.,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,blockllp.com,22,29,1,4390,147,6366,,
medical malpractice lawyer westlake village,Westlake Village,Malpractice-HighVolume -- Westlake Village.xlsx,3,Westlake Village Medical Malpractice Lawyer | Doctor Negligence,https://blockllp.com/westlake-village-injury/medical-malpractice-lawyer/,You have a right to quality care. Discover how a Westlake Village medical malpractice lawyer could help you seek compensation for your case.,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,blockllp.com,22,29,1,4390,147,6366,,
medical malpractice law firms westlake village,Westlake Village,Malpractice-HighVolume -- Westlake Village.xlsx,3,Westlake Village Medical Malpractice Lawyer | Doctor Negligence,https://blockllp.com/westlake-village-injury/medical-malpractice-lawyer/,You have a right to quality care. Discover how a Westlake Village medical malpractice lawyer could help you seek compensation for your case.,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,blockllp.com,22,29,1,4390,147,6366,,
medical malpractice lawyer,Westlake Village,Malpractice-HighVolume -- Westlake Village.xlsx,3,Law Offices of Bruce M. Bunch - California Lawyer,https://lawofficesofbrucembunch.com/,"If you or a loved one is injured from a health care providers medical negligence, call Bruce Bunch today at (818) 707-8887 for a free consultation.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,lawofficesofbrucembunch.com,12,26,1,530,59,541,,
westlake village surgical error attorney,Westlake Village,Malpractice-HighVolume -- Westlake Village.xlsx,1,Westlake Village Medical Malpractice Lawyer | Doctor Negligence,https://blockllp.com/westlake-village-injury/medical-malpractice-lawyer/,You have a right to quality care. Discover how a Westlake Village medical malpractice lawyer could help you seek compensation for your case.,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,blockllp.com,22,29,1,4390,147,6366,,
westlake village doctor malpractice lawyer,Westlake Village,Malpractice-HighVolume -- Westlake Village.xlsx,3,Westlake Village Medical Malpractice Lawyer | Doctor Negligence,https://blockllp.com/westlake-village-injury/medical-malpractice-lawyer/,You have a right to quality care. Discover how a Westlake Village medical malpractice lawyer could help you seek compensation for your case.,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,blockllp.com,22,29,1,4390,147,6366,,
westlake village malpractice attorney,Westlake Village,Malpractice-HighVolume -- Westlake Village.xlsx,3,Law Offices of Bruce M. Bunch - California Lawyer,https://lawofficesofbrucembunch.com/,"If you or a loved one is injured from a health care providers medical negligence, call Bruce Bunch today at (818) 707-8887 for a free consultation.",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,lawofficesofbrucembunch.com,12,26,1,530,59,541,,
westlake village hospital negligence attorney,Westlake Village,Malpractice-HighVolume -- Westlake Village.xlsx,1,Westlake Village Medical Malpractice Lawyer | Doctor Negligence,https://blockllp.com/westlake-village-injury/medical-malpractice-lawyer/,"An experienced Westlake Village medical malpractice lawyer could provide sound legal guidance while you navigate the process, advocate for your rights, and help ...",,,,,,,"{'type': None, 'hours': None, 'phone': None}",,blockllp.com,22,29,1,4390,147,6366,,
westlake village medical injury attorney,Westlake Village,Malpractice-HighVolume -- Westlake Village.xlsx,3,Westlake Village Medical Malpractice Lawyer | Doctor Negligence,https://blockllp.com/westlake-village-injury/medical-malpractice-lawyer/,You have a right to quality care. Discover how a Westlake Village medical malpractice lawyer could help you seek compensation for your case.,,,,,,,"{'type': None, 'hours': None, 'phone': None}",,blockllp.com,22,29,1,4390,147,6366,,
